Ward_name,Old_code,New_code,Population2015,All_Children_aged_0_15_2015,All_Working_age_16-64_2015,Mean_Age_2013,Area_Square_Kilometres,Population_density_2013,BAME_2011,Not_Born_in_UK_2011,Male_life_expectancy_2009_13,Female_life_expectancy_2009_13 ,Number_Killed_or_Seriously_Injured_on_roads_2014,Employment_rate_16_64_2011,Number_of_jobs_in_area_2013,Median_House_Price_2014,Number_of_properties_sold_2014,Median_Household_income_estimate_2012_13,Number_of_Household_spaces_2011,Households_Social_Rented_2011,Households_Private_Rented_2011,dwellings_in_council_tax_bands_A_or_B_2015,dwellings_in_council_tax_bands_C_D_or_E_2015,dwellings_in_council_tax_bands_F_G_or_H_2015,Claimant_rate_of_key_out_of_work_benefits_working_age_client_group_2014,Claimant_Rate_of_Housing_Benefit_2015,Claimant_Rate_of_Employment_Support_Allowance_2014,Rate_of_JobSeekers_Allowance_JSA_Claimants_2015,Average_GCSE_capped_point_scores_2014,with_Level_4_qualifications_and_above_2011,Crime_rate_2014_15,Violence_against_the_person_rate_2014_15,Deliberate_Fires_per_1000_population_2014,area_that_is_open_space_2014,Average_Public_Transport_Accessibility_score_2014
Merton - Ravensbury,00BAGL,E05000468,10250,21.7,65.3,36.4,1.8,5694.4,38.9,36,76.7,81.7,1,69,1800,285000,117,32330,3864,25.1,18.2,12.7,85.6,1.8,13.6,12.3,5.2,3.5,312.6,25.1,63.7,23.6,0.4,37.8,2.9
Merton - Raynes Park,00BAGM,E05000469,10000,20.5,65.3,38,1.9,5263.2,19.8,33.4,78.9,81.7,1,77.6,8300,499500,191,49340,4325,10.7,26.2,9.6,54.9,35.4,5.6,6.2,2.3,1.2,341,54.3,43.9,9.7,0.3,24.4,3.8
Merton - St. Helier,00BAGN,E05000470,10650,22,64.6,36.6,1.8,5944.4,35,33,77.5,83.2,1,69.4,2000,280000,149,32530,4040,31,13.7,8.5,91.1,0.5,13,12.9,5.3,2.4,329.6,23.4,51.4,15.2,0.2,41.6,3.1
Merton - Trinity,00BAGP,E05000471,10000,20.5,70.7,34.6,1.1,9136.4,22.2,36.1,79.1,84,2,80.7,6900,497000,197,47380,4395,11.9,33.5,5.4,78.2,16.3,6.4,7.3,3,1.5,342.7,59.6,83.9,18.7,0,15.7,3.9
Merton - Village,00BAGQ,E05000472,8750,18.9,60.8,41.9,6.2,1411.3,17.1,34,84.4,86.4,2,71.3,5200,1530000,133,62200,3670,5.6,23,0.5,24.7,74.7,2.3,2.6,3.5,0.5,388.7,62.3,52.2,9.9,n/a,62.2,2.4
Merton - West Barnes,00BAGR,E05000473,10200,20.9,64.6,37.6,2,5075,30,33.7,82.3,83.6,5,76.5,4100,475000,139,44170,3711,5.2,16.8,1,90.4,8.5,5.3,4.4,2,0.9,363.4,41.9,49.6,8.9,0.2,32.4,2.9
Merton - Wimbledon Park,00BAGS,E05000474,11500,23.6,67.4,34.2,2.3,5021.7,20.4,32.9,84,85.4,3,78.4,5200,732500,180,50730,4419,8.3,27.8,5.3,64.9,29.8,5.3,4.5,1.7,1.1,340.5,59.6,42.2,6.4,0.1,28.5,3.1
Newham - Beckton,00BBGB,E05000475,16700,22,73.1,30.5,6.3,2539.7,54.2,49.7,78.1,83.5,1,60.3,10700,233500,165,34100,5468,36.5,31,23.8,74.2,2.1,17.4,17.1,5.6,3,305.8,27.9,125.2,27.4,1.1,30.9,2.8
Newham - Boleyn,00BBGC,E05000476,16350,24.9,67.1,31.9,0.9,18055.6,78.1,54.8,79.9,85.9,1,58.2,2900,250000,124,31630,4968,25.8,30.9,35.6,64.4,0,17.5,14.2,4.3,3.3,325.2,28.8,69.8,21.3,0.4,6.1,4
Newham - Canning Town North,00BBGD,E05000477,16650,21.4,71,32.6,2.5,6300,59.2,47.9,77.2,82.2,1,59.5,7100,249000,123,28910,5569,49.3,25.1,43.7,56.3,0,25.8,20.1,6.6,5,306.1,23.9,93.9,29.8,4.3,21.6,4.7
Newham - Canning Town South,00BBGE,E05000478,20350,19.8,74.1,31.6,1.8,10166.7,54.5,47.5,76.4,81.8,3,64.4,2700,280000,291,32870,6569,36,39.9,35.3,59.8,4.9,23.2,15.7,4,3.1,299,33.3,64.8,15.8,1,26.6,3.6
Newham - Custom House,00BBGF,E05000479,14850,23.5,69.8,31.7,2.1,6738.1,53.5,46.9,75.2,78.4,2,62.8,3300,250000,102,31840,4909,41.4,24.4,32.3,67.7,0,22.9,19.5,6.6,3.3,299.2,24.2,108.1,25.3,1.2,30.6,3.2
Newham - East Ham Central,00BBGG,E05000480,16200,22.4,70,32,1,16200,81.9,61.4,79.2,84.3,6,58,3900,250000,91,32380,4717,15.7,39.7,34.2,65.8,0,15.8,12.1,4.1,2.8,310.6,32.6,111.8,31.5,0.7,10.8,4.7
Newham - East Ham North,00BBGH,E05000481,14250,21.5,70.8,32.2,0.9,15722.2,90.8,60.2,76.2,81.4,4,56.3,2000,249995,53,32340,3711,17.6,34.1,31.8,67.9,0.3,17.1,10.3,3.8,2.3,323.2,31.1,54.7,18.9,0.3,12.4,4.4
Newham - East Ham South,00BBGJ,E05000482,16250,26.3,66.4,31.2,1.8,8861.1,67.7,46.6,77.8,82.1,2,59,2600,240000,153,31430,5096,31.1,25.2,31.4,68.6,0,19.4,17,5.4,3.2,311.5,24.1,67.1,21,0.6,23.5,2.6
Newham - Forest Gate North,00BBGK,E05000483,16550,21.2,71.4,32.7,1.2,13750,64.1,50.5,77.6,83.6,6,64.7,1600,313000,162,34270,5840,28.9,32,36.7,63.3,0,16.1,12.7,4.5,3.4,330.6,33,64.7,20.4,0.8,13.8,3.2
Newham - Forest Gate South,00BBGL,E05000484,18150,20.2,73.4,31.7,1.2,14875,68.2,54.8,76.5,79.1,1,62.1,3400,263900,180,34550,5898,26.4,40.5,46,52.9,1.2,17.7,13.7,4.7,3.7,315.9,32.7,87.9,28.3,0.7,2.2,3.9
Newham - Green Street East,00BBGM,E05000485,16250,22.3,71.5,30.9,0.7,23071.4,89.9,62.2,80.6,84.2,1,55.4,1800,260000,74,31570,4327,12.8,42.2,30.5,69.5,0,14.2,10.2,4,3,316.3,30,60.1,18.5,0.3,2.4,3.7
Newham - Green Street West,00BBGN,E05000486,15500,21.5,70.7,31.9,0.8,19187.5,89.3,61.1,78.5,85.3,8,54.3,4100,250000,64,31080,4161,13.5,40.8,35.3,64.7,0,14.7,9.8,3.6,3.1,321,29.8,71.2,23.5,0.6,3.2,4
Newham - Little Ilford,00BBGP,E05000487,17100,27.9,65.5,30.3,1.9,8921.1,82,54.5,76.3,81.4,7,53,1600,230000,133,29730,5180,30.1,34.4,40.8,59.2,0,20.6,18.6,5.5,4.1,314.7,24.6,75.6,22.9,0.7,48.6,2.7
Newham - Manor Park,00BBGQ,E05000488,15600,24,68.8,31.4,1.3,11923.1,81.5,56.2,76.7,81.3,1,55.8,1900,249974.5,122,31580,4675,22.5,36.3,38.8,60.4,0.8,18,14.5,5,3.7,328.8,30.2,66.8,21.9,0.5,26.6,4
Newham - Plaistow North,00BBGR,E05000489,15800,23.4,69,32,1,15700,73.4,52.1,78.3,85,1,58.4,1700,250000,96,30740,5206,41.7,25.6,41.4,58.6,0,19.3,16.5,6.1,4.4,318.9,26.8,61.9,21,0.4,10.7,4.4
Newham - Plaistow South,00BBGS,E05000490,16800,27.9,65.6,30.9,1.4,11892.9,67.3,51.7,79.1,82.2,4,61.8,4900,250000,153,31750,5532,25.1,30.7,26.5,73.5,0,19.9,14.1,5,3.7,313.9,26.2,92,29.9,0.8,14.6,4.4
Newham - Royal Docks,00BBGT,E05000491,16550,20.8,75.5,29.7,4.8,2843.8,54.1,48.3,77.3,87.3,3,71.9,6100,303500,282,38580,4482,30.8,41.3,27.1,68.7,4.2,18.4,12.4,2.9,2.1,305.5,42.7,71.5,15,0.5,56.8,2.8
Newham - Stratford and New Town,00BBGU,E05000492,26700,13.9,81.4,31.5,4.2,5333.3,59.2,54.9,77.7,83.3,8,68.9,24800,280000,231,35840,7567,31.8,42.5,26.7,73.2,0.1,17.8,11.4,2.6,2.4,308.9,40.6,240.9,37.8,0.8,44.7,5.8
Newham - Wall End,00BBGW,E05000493,15150,25.4,67.9,31.2,1.4,10750,82.2,59.8,79.7,82.3,3,57.1,1300,250000,98,32330,4222,17.7,36.2,29.4,70.6,0,14.7,13.5,4.8,2.8,302.5,29.6,46.6,17.7,0.3,33.9,3.7
Newham - West Ham,00BBGX,E05000494,16150,20.3,72,32.7,1.3,12269.2,65.5,51.2,81.5,80.9,2,63.1,1800,273500,160,32310,5520,40.9,28.1,39.5,60.5,0,18.5,14.7,5.2,4,307.5,29.8,58.8,19.8,0.5,27.2,4.7
Redbridge - Aldborough,00BCFY,E05000495,15800,22.3,65.7,35.4,8.6,1796.5,61.3,38.4,78.5,81.7,4,67.4,4300,315000,233,37310,5121,11.3,20.1,11.2,85.7,3.1,9.9,8.4,2.9,2.1,340,32,66.3,16.5,0.2,78.2,2.7
Redbridge - Barkingside,00BCFZ,E05000496,13150,19.7,65.3,37.9,1.5,8766.7,64.2,40.5,84.5,87.5,3,67.3,2400,368750,120,39620,4427,4.7,19.3,11.8,74.2,14,7.8,5.3,2.2,2,357.2,35.2,50.5,16.7,0.2,1.3,3.2
Redbridge - Bridge,00BCGA,E05000497,11850,20,65.2,38,2.6,4596.2,28.1,21.6,81.8,86.4,2,73.2,2100,340000,210,39320,4854,13.8,14.8,13.2,83.1,3.7,10.3,8,3.8,1.8,322.7,29.9,58.6,16.5,0.2,35.8,2.5
Redbridge - Chadwell,00BCGB,E05000498,14850,25.4,64.5,33.9,1.5,9900,56.9,31.6,79.2,81.5,1,68.4,2500,250000,187,36700,5256,10,21.3,10.3,89.6,0.2,12.5,10.5,4.2,3,328.6,28.5,54.5,18.2,0.2,5,2.4
Redbridge - Church End,00BCGC,E05000499,11900,19.5,68.2,37.1,1.5,7966.7,26.5,22.1,80.1,85.8,2,79.3,4500,340000,212,45410,5130,8.2,26.1,10.8,75.2,13.9,6.7,5.1,2,1.1,343.7,46.3,61,13.4,0,4.8,2.7
Redbridge - Clayhall,00BCGD,E05000500,13600,19.5,65.1,37.9,2.5,5480,71,38.8,83,85.6,1,67.8,3700,390000,132,41450,4181,4.9,13,4.6,69,26.3,7.4,3.7,2.1,1.3,372.2,34,54,12.2,0.2,22,2.3
Redbridge - Clementswood,00BCGE,E05000501,16950,27.9,64.7,30.7,1.3,12423.1,84.2,55.6,79,83.6,5,56.5,8500,235000,141,30230,4586,10.7,41,19.7,80,0.2,14.2,11.4,3.9,3.3,330.5,32.4,136.7,43.1,0.4,7.1,3.4
Redbridge - Cranbrook,00BCGF,E05000502,13300,21.6,65.6,36.1,2.4,5562.5,75.4,44.5,79.9,82.5,4,62.8,3200,367500,102,38290,4121,5.3,25,14.8,70.8,14.4,9.1,6.1,3.2,1.9,355.1,37.2,73,18.7,0.5,39.9,3.8
Redbridge - Fairlop,00BCGG,E05000503,12900,20.8,65.2,37.2,3.6,3611.1,34.9,25.1,79.6,84.3,1,70.8,3000,310000,218,37560,5094,9.7,18.4,9.9,77.9,12.2,10.5,7.8,3.6,1.9,324.3,25.5,57.7,20.7,0,48.4,2.8
Redbridge - Fullwell,00BCGH,E05000504,13150,20.9,63.3,38.2,2.2,6045.5,48.5,29.6,84,85.1,2,66.7,2000,339497.5,168,35690,4882,14.9,14.5,15.1,76.8,8.1,11.9,9.3,3.9,2.2,333,26.5,55.4,16.7,0.1,23.7,2.4
Redbridge - Goodmayes,00BCGJ,E05000505,13400,25.3,66.2,32.7,1.6,8437.5,75.2,46.3,78.8,84,2,61,2300,307000,117,33820,4242,8.5,32.1,17.8,81.3,0.9,13.6,10.7,4.4,3,318.7,31.4,70.3,21.7,0.7,27.7,3.7
Redbridge - Hainault,00BCGK,E05000506,13550,22.7,63.3,36.7,5.6,2410.7,29.8,22.2,77.5,82.3,1,65.1,3500,249999,192,31520,5398,27.3,12.3,17,81.5,1.5,17.2,14.2,6.7,2.9,304.6,20.4,60.4,21.4,0.5,62.6,2.4
Redbridge - Loxford,00BCGL,E05000507,17700,29.2,63.9,30.2,1.3,13423.1,83.5,53.2,76.4,81.3,2,53.5,3200,193000,179,28500,5223,22.8,32.7,16.3,83.7,0,14.9,16.6,4.8,4.1,339.7,31.1,86.2,28.5,0.5,16.8,3.4
Redbridge - Mayfield,00BCGM,E05000508,13950,24.4,63.8,34.6,1.9,7394.7,73.3,41.1,81.2,83.4,1,63.5,2100,305000,134,35630,4346,7.6,18.8,6.1,83.4,10.5,10.6,7.7,3.7,2.3,338.6,29.9,52.5,15.8,0.1,14.3,2.7
Redbridge - Monkhams,00BCGN,E05000509,10650,16.5,61.7,43,3.1,3451.6,21.1,18.8,82.1,84,1,76.2,3100,499747.5,198,48780,4430,4.4,12.5,4.7,43.4,51.9,5.7,3.2,1.5,0.8,369.8,41.6,48.1,9,0.2,31,2.6
Redbridge - Newbury,00BCGP,E05000510,17450,24.8,65.4,33.3,2.1,8309.5,77.2,47.5,80.9,87.4,2,63.2,3600,315000,115,35550,5376,10,26.4,10.8,88.3,0.9,11.1,9.2,3.3,2.3,347.6,33.4,54.9,15,0.4,21.4,3.1
Redbridge - Roding,00BCGQ,E05000511,12550,23.3,65.8,35.3,2.3,5434.8,37.2,28.2,81.5,85,3,73.8,2100,302500,254,41040,4808,15.9,18.7,17.8,76.7,5.5,9.1,8,3,1.9,330.1,37,50.3,12.8,0.4,35.7,2.5
Redbridge - Seven Kings,00BCGR,E05000512,16950,24.9,66.1,32.9,2.1,7809.5,76.7,47.6,79.9,83.5,1,60.1,6800,294000,126,34480,4864,8.2,32.7,21.6,76.6,1.8,13.1,10,3.7,2.9,332.2,31.7,87.3,29.4,0.3,21.4,3.1
Redbridge - Snaresbrook,00BCGS,E05000513,12100,17.8,65.4,40.3,2,6100,30.2,27.2,79.8,85,2,78.1,3300,361392.5,254,45160,5599,11.8,24.4,13.8,61.9,24.3,6.2,6.5,2.5,0.9,370.9,50.1,51.8,10.9,0.2,12.6,3.6
Redbridge - Valentines,00BCGT,E05000514,15050,26.2,64.9,32.6,1.5,9900,77.6,50.3,78.6,83.6,6,60.6,4800,225000,119,34900,4935,8.9,42.2,39.4,57.3,3.4,13.7,13,4.8,3.1,341,36.9,104.5,31.1,0.3,13.3,4.5
Redbridge - Wanstead,00BCGU,E05000515,11700,20,63.5,39.5,5.2,2278.8,30,22.8,80,86,2,74.5,1100,460000,141,46370,4702,14.3,13.1,9.4,60.9,29.8,6.8,5.9,2.7,1.3,343.9,45.3,71.8,9.2,0.8,66.5,2.5
Richmond upon Thames - Barnes,00BDFW,E05000516,10500,19.9,64.1,39,3,3500,14.3,32.2,83.4,86.7,4,72.3,2700,1362500,144,55450,4566,17.9,22.7,7.1,40.2,52.7,5.8,6.5,2.6,1,327.8,57.5,55.7,9.6,0,54.4,3.4
Richmond upon Thames - East Sheen,00BDFX,E05000517,10500,23.6,60.7,38.2,5.8,1810.3,9.3,23.6,84.4,88.2,6,78.2,3500,985000,189,56090,4294,7.6,21,1.2,38.5,60.4,3.7,3.9,1.7,0.8,396.2,61.6,48.7,8.6,0.2,76.6,2.6
Richmond upon Thames - Fulwell and Hampton Hill,00BDFY,E05000518,10300,21.8,64.1,38.1,1.9,5421.1,9.9,16.7,80.5,83.9,2,79.6,4900,480000,204,48810,4365,8,19.4,4.2,70.9,24.9,6,5.6,2.6,1.3,373.7,52.8,44.7,11.6,0.1,32.7,3.2
"Richmond upon Thames - Ham, Petersham & Richmond Riverside",00BDFZ,E05000519,10550,19,63.2,40.4,9.4,1122.3,15.9,30.5,79.3,86.8,4,73.4,2700,500000,178,44870,4614,18.5,19,3.9,71.3,24.8,9,7.7,3.4,1.7,337.5,46,56,14,0.7,81.9,2.1
Richmond upon Thames - Hampton,00BDGA,E05000520,10250,20.1,61.7,40.3,6.9,1478.3,11.3,16.7,81.8,83.6,4,77.2,4100,599950,169,46750,4329,13.8,15.8,2.3,65.3,32.4,6.5,6.2,2.8,1.4,342.8,47.2,49.7,11,0.3,74.7,2.7
Richmond upon Thames - Hampton North,00BDGB,E05000521,9600,19.4,63.4,39.8,1.9,5052.6,16.3,20.1,79.1,86.1,2,73.5,2200,335000,174,39440,4184,22.5,12.4,1.9,80.2,17.8,11.3,10.7,4.9,1.9,310.4,36.3,47.9,15.8,0.4,28.2,2.1
Richmond upon Thames - Hampton Wick,00BDGC,E05000522,10550,20.3,65.8,38.4,2.7,3888.9,11.4,20.3,80.9,87.8,1,73.1,3300,455000,217,46760,4719,15.1,20.2,5.7,57.5,36.8,6.8,7.5,2.8,1.3,374.4,53.6,46.2,10.8,0,50,2.7
Richmond upon Thames - Heathfield,00BDGD,E05000523,10600,19.9,64.1,38.2,1.9,5552.6,30.4,26.6,82.1,83.6,2,70.8,1300,380500,104,36950,3996,21.2,11.4,6.7,77.4,15.9,10.5,9.3,4.5,2.5,324.4,29.8,55.3,19,0.6,27.1,2
Richmond upon Thames - Kew,00BDGE,E05000524,11650,21,63.8,38.7,3.6,3236.1,15.3,30.2,84.5,89,2,77.1,4300,630000,183,52130,5221,9.9,27.4,1.7,49.8,48.5,5.4,4.8,2,1,362.8,62,56.7,9.3,0.4,56.7,2.9
Richmond upon Thames - Mortlake and Barnes Common,00BDGF,E05000525,11100,23.4,63.9,36.9,1.9,5815.8,11.7,25.6,82.3,86.7,4,77.9,2600,746500,226,50100,5104,16,24.3,1.6,60,38.5,6.4,8.2,3.2,1.5,341.8,57.6,64.1,14.4,0.4,39.1,3
Richmond upon Thames - North Richmond,00BDGG,E05000526,11050,19.9,65.6,38.2,2.8,3910.7,15.7,28.3,83.7,87.6,2,78.4,4500,625625,168,50860,4943,16.9,24.5,2.4,61.8,35.8,6.3,7.8,2.8,1.3,359.6,59,58.6,14.1,0.2,54.1,4.4
Richmond upon Thames - St. Margarets & North Twickenham,00BDGH,E05000527,11800,23.1,67.7,35.3,2,5775,12.3,23.3,85.2,85.8,4,80.8,4000,600000,225,52870,4744,4,25.3,2.1,61.8,36.1,4.3,3.4,1.4,0.8,369.3,62.6,58.3,11.5,0.3,23.6,3.1
Richmond upon Thames - South Richmond,00BDGJ,E05000528,11100,17.1,68.7,38.7,2.7,4092.6,13.1,33,81.5,86,4,76,13200,655000,248,52690,5476,13.9,32.7,1.5,59.4,39.2,4.7,6.2,1.7,1.1,361.4,63.6,110.7,22.1,0.1,47.4,4.2
Richmond upon Thames - South Twickenham,00BDGK,E05000529,10100,19.6,68.6,36.6,1.7,5970.6,9.7,18.8,83.7,87.3,3,76.8,4300,555500,196,51380,4153,6.6,21.3,3.7,60.7,35.5,4.6,4,1.9,0.9,375.6,55.3,35.3,9,0.2,26.7,3.5
Richmond upon Thames - Teddington,00BDGL,E05000530,10550,19.3,65.5,39,4.3,2453.5,8.9,17.8,80.9,85.5,4,79.9,8400,499950,190,50600,4792,8.5,23.5,3.3,61.7,34.9,5.2,5,2.2,1,378.2,58.5,46.4,10.1,0.1,64,3.2
Richmond upon Thames - Twickenham Riverside,00BDGM,E05000531,10650,19,68.1,38.2,2,5325,10.3,26.8,81.7,83.8,1,80.7,8400,458725,212,51350,5057,6.2,34.3,5.1,60.2,34.7,3.9,4.1,1.6,0.9,366.1,63.8,66.7,20.2,0.3,37.8,4.5
Richmond upon Thames - West Twickenham,00BDGN,E05000532,10750,22.5,64.8,36.8,2.5,4280,16,21.1,79.4,88.6,4,79.5,2100,450000,217,45040,4366,11.5,15.3,1.1,88.9,10,6.4,6.2,2.7,1.1,333.9,45.1,55.2,13.6,0.4,45.6,2.7
Richmond upon Thames - Whitton,00BDGP,E05000533,10050,19.1,62.9,39.5,1.6,6250,21.5,23.3,80.2,85,1,76.5,1400,420000,156,42230,3904,9.8,14.7,4.1,85.4,10.5,7,5.5,2.3,1.1,341,36.9,49.6,13.3,0.5,21.2,2.4
Southwark - Brunswick Park,00BEGC,E05000534,13600,19.8,73.1,33.4,0.9,14833.3,53.3,40.6,76.6,84.1,2,66.8,6700,346500,162,36310,5365,46.6,20.5,40.8,55.4,3.8,14.1,16.3,5,4,315.9,41.5,104.8,33.6,0.6,7,4.1
Southwark - Camberwell Green,00BEGD,E05000535,15950,21.3,71.7,33.5,1,15450,61.1,46.8,74.3,80.9,3,64.6,5400,310000,113,31840,6264,63.5,18.5,55.7,42.9,1.4,16.2,20.9,6,4.6,304.4,34.3,111.2,37.1,1,1.6,5.6
Southwark - Cathedrals,00BEGE,E05000536,17250,9.9,83.1,33.5,1.8,9027.8,38.4,40,76,84.5,9,62.9,65500,580000,201,40430,6528,42.8,28.7,32.3,50.4,17.3,12.5,13.3,4.6,3.5,312.8,45.8,184.9,32.3,0.7,15.7,8
Southwark - Chaucer,00BEGF,E05000537,16200,14.3,80.5,31.6,0.8,19750,49.9,45.2,80.9,83.7,6,66.4,18000,442000,187,37780,6439,43.3,29.7,40.3,50.7,9,10.1,12.6,3.3,3.3,318.3,48.8,114.4,29.4,0.1,5.6,7.2
Southwark - College,00BEGG,E05000538,11900,20.6,67.4,36.7,3.2,3687.5,36.6,30.7,80.2,86.6,5,71.1,1900,350000,205,42600,5157,27.2,20.6,32.6,50.2,17.2,12.2,11.9,4.9,2.9,324,48.7,73.3,16.6,0.4,43.7,3.4
Southwark - East Dulwich,00BEGH,E05000539,12400,20,70.9,35.6,1,12250,28.2,25.9,79.1,85.2,2,79.2,2700,572500,262,48670,5503,20.3,25.8,25.5,71.2,3.3,8.8,7.9,3.9,1.9,333.7,56.5,60.3,15.6,0.2,0.7,4.1
Southwark - East Walworth,00BEGJ,E05000540,13850,17.8,74.4,33.3,1.1,11545.5,51.8,43.8,77.5,83.2,3,62.5,4100,315000,98,31010,4807,53.9,27.1,48.4,50.1,1.5,16.2,17,5,4.1,319.5,32.4,159.3,44.6,0.3,24.1,5.8
Southwark - Faraday,00BEGK,E05000541,13050,23,69.5,32.8,0.9,14333.3,60.7,45.9,79.3,84,3,62.3,1400,315000,83,30760,5097,68.4,16.7,61.2,38.3,0.5,13.9,19.3,5,4.9,319.9,28.6,97.4,30,1.4,30,4.7
Southwark - Grange,00BEGL,E05000542,17600,14.1,80.2,32.7,1.2,13750,39.1,38.3,75.4,82.2,2,69.1,16800,500000,320,38500,7442,45,29.8,37.7,54.2,8.1,13.1,14.8,4.7,3.1,322.1,46.3,106.2,25.5,0.8,4.5,5.1
Southwark - Livesey,00BEGM,E05000543,15000,22.9,68.5,33.3,1.4,10357.1,62.2,44.3,78.6,85,5,60.3,4000,289995,101,28880,5612,66.9,14.5,46.9,53.1,0,19.8,22.2,6.5,5.3,314.3,27.9,98.2,31.9,0.6,4.5,4.3
Southwark - Newington,00BEGN,E05000544,15500,16.9,75.1,34.1,0.8,18562.5,48.2,42.5,78.9,83,4,66.3,6900,380000,141,34190,6481,54.2,21.3,46.3,51.2,2.5,15.6,18.8,5.6,4.2,320,37.5,110.4,31.7,0.9,3.7,5.8
Southwark - Nunhead,00BEGP,E05000545,13850,20.7,70.3,34.8,1.3,10538.5,55.5,39,76.5,78.7,2,65,1200,356250,171,33540,5748,47.4,18.9,43.3,56.2,0.5,22,20.2,8,4.8,325.3,34.8,68.7,23.8,0.6,20.1,4.8
Southwark - Peckham,00BEGQ,E05000546,15350,23.7,69.1,32.2,0.9,16666.7,70.8,47.6,76.1,80.7,1,61.2,1400,285000,147,30030,5536,59.4,17.4,45.9,53.9,0.2,19.6,20.7,6.1,5.6,321,30.6,95.7,32.7,0.5,7,4.1
Southwark - Peckham Rye,00BEGR,E05000547,13550,21.7,69.8,34.5,2.3,5847.8,35.8,28.8,80,83.8,2,74.9,1400,421000,241,42820,5835,25.3,25.6,31.5,65.3,3.1,12.4,11.6,4.6,2.8,330.4,49.7,56.5,15.9,0.1,45.7,3.5
Southwark - Riverside,00BEGS,E05000548,16600,13.6,80.1,34.3,1.3,11923.1,31.2,40.5,79.6,83.9,3,74.9,46700,585000,299,43110,7585,34.3,32.3,29.9,44.7,25.4,10.4,11.3,3.2,2,298.5,54.9,101.9,20.8,0.4,23.2,4.4
Southwark - Rotherhithe,00BEGT,E05000549,15050,17.7,75.4,33.2,1.5,9600,40.9,43.4,78.1,82.5,1,69.3,3400,421800,185,36970,6173,45.6,25.7,34,60.1,5.9,14.6,14.8,4.4,2.9,312.4,43,97.5,25.6,0.7,34.1,5.3
Southwark - South Bermondsey,00BEGU,E05000550,14400,19.8,72.9,33.1,1,14050,44.8,41.1,78.3,84.6,0,64.8,2300,288025,112,31150,5808,52.3,21.8,40.1,59.4,0.5,16.4,18,5.7,3.5,310.2,30.9,103.3,28.6,0.3,3,3.7
Southwark - South Camberwell,00BEGW,E05000551,13200,19.2,73.5,33.3,1.3,9884.6,44.1,35.8,79.7,87.6,1,70.7,3000,396089,184,41130,5213,37.9,20.2,39.7,54.7,5.6,10.8,11.7,3.9,3,325.4,49,52.2,15.8,0.2,19.9,4.6
Southwark - Surrey Docks,00BEGX,E05000552,15400,12.7,81.1,33.9,1.9,7605.3,30.9,42.7,78.5,82.4,3,77.7,2700,415000,289,45410,6298,23.9,35,6.5,78,15.5,7.2,8,2.3,1.7,319,56,53.7,11,1.4,40.3,2.9
Southwark - The Lane,00BEGY,E05000553,16450,21.6,69.7,34.2,1.4,11357.1,50.7,37.7,79.1,83,7,68.9,4900,407500,170,37940,6543,41.5,21.7,38.1,59.6,2.4,15,15.7,5.5,3.6,308.7,42,138.1,40.1,0.4,6,6
Southwark - Village,00BEGZ,E05000554,12500,22.3,65.7,36.8,2.8,4446.4,20.1,22,83.7,85.9,1,77.2,3100,850000,173,58400,4733,15.5,18.2,7.2,45.3,47.6,7,5.5,2.3,1.2,356.9,63.7,57.5,9.5,0,33.8,4.1
Sutton - Beddington North,00BFGC,E05000555,10550,20.7,64.8,38.5,5,2110,23.5,16.6,80.4,86.2,1,77.2,9500,289000,183,39290,4103,9,10.1,5.5,90.4,4.1,7.8,5.3,2.7,0.9,340.7,25.1,59.6,14.8,0.3,53,2.6
Sutton - Beddington South,00BFGD,E05000556,10900,21.4,62.7,38,3.1,3548.4,28.8,20.1,80,84.6,1,69.1,2100,386000,112,35600,4201,35.9,5.8,20.4,48.1,31.5,14.6,13.5,5.6,2.5,320.2,26.7,52.9,16.3,0.6,39,2
Sutton - Belmont,00BFGE,E05000557,10350,18.5,63.9,40.2,2.3,4500,22.2,22.1,80.7,85.6,2,76.2,4300,290000,203,44260,4475,10,18.8,12.6,51.5,35.8,7.8,7.1,2.4,1.3,369.5,40.4,35.6,11,0.2,19,2.3
Sutton - Carshalton Central,00BFGF,E05000558,10400,19.8,64.9,39.1,2,5200,13.7,15,82.2,84.7,2,78.6,2600,318000,181,42200,4260,7,16.7,5.2,81.8,13,7.4,5.9,2.4,0.9,360.3,35.7,44.4,12.7,0.3,26.9,3.3
Sutton - Carshalton South and Clockhouse,00BFGG,E05000559,10200,20.8,62.3,39.4,7.1,1422.5,16.7,13.9,81.5,84.4,3,76.5,1900,419995,161,44270,3614,10.6,7.2,11.6,47.6,40.8,6.9,4.3,2.6,1.1,359.6,34.8,34.1,9.3,0.3,68.2,2.1
Sutton - Cheam,00BFGH,E05000560,10550,18.5,61.1,41.6,3.9,2705.1,21.2,18.6,82.4,83.1,0,76.4,3800,376000,157,46220,4005,2.5,13,2.4,54.1,43.5,4.8,2.9,1.6,0.9,364,38.6,33.9,7.4,0.3,24.7,2.2
Sutton - Nonsuch,00BFGJ,E05000561,10900,17.5,63.6,41.1,1.9,5736.8,15.3,15.7,83.5,88.5,0,79.1,2500,388500,142,42640,4061,3.6,10,3.4,78.2,18.4,5.5,3.2,1.9,0.7,357.1,27.1,44.4,10.2,0.2,10.4,2.3
